"Subject.ID","Abiotrophia","Acetivibrio","Acholeplasma","Achromobacter","Acidaminococcus","Acidobacteria_Gp1_Gp1","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Actinomycetales","Aerococcus","Aeromonas","Aggregatibacter","Akkermansia","Alicyclobacillus","Aliivibrio","Alistipes","Alkaliphilus","Aminobacterium","Aminomonas","Ammonifex","Anaerococcus","Anaerofustis","Anaeromyxobacter","Anaerosporobacter","Anaerostipes","Anaerotruncus","Anoxybacillus","Atopobium","Azoarcus","Azospirillum","Azotobacter","Bacillales","Bacillus","Bacteria","Bacteroides","Bartonella","Beijerinckia","Bifidobacterium","Blautia","Bordetella","Brachyspira","Bradyrhizobium","Brevibacillus","Brevibacterium","Brucella","Bulleidia","Burkholderia","Caldanaerobacter","Caldicellulosiruptor","Campylobacter","Capnocytophaga","Carboxydothermus","Cardiobacterium","Catenibacterium","Catonella","Cellvibrio","Chloroflexus","Chromobacterium","Chryseobacterium","Citrobacter","Clostridiales","Clostridium","Collinsella","Comamonas","Coprobacillus","Coprococcus","Coraliomargarita","Corynebacterium","Croceibacter","Cronobacter","Cryptobacterium","Cupriavidus","Cyanobacteria","Cyanobacteria_Family_XI_GpXI","Cytophaga","Dehalococcoides","Delftia","Desulfitobacterium","Desulfotalea","Desulfotomaculum","Desulfovibrio","Dialister","Diaphorobacter","Dickeya","Dorea","Dyadobacter","Edwardsiella","Eggerthella","Enhydrobacter","Enterobacter","Enterobacteriaceae","Enterococcus","Entomoplasmataceae","Erwinia","Erysipelothrix","Erythrobacter","Escherichia/Shigella","Eubacterium","Exiguobacterium","Faecalibacterium","Family_IX_GpIX","Family_XII_GpXII","Filifactor","Finegoldia","Fusobacterium","Gardnerella","Gemella","Geobacillus","Geobacter","Gluconacetobacter","Gordonia","Gordonibacter","Granulibacter","Granulicatella","Haemophilus","Halothermothrix","Helicobacter","Heliobacterium","Herminiimonas","Histophilus","Holdemania","Idiomarina","Kingella","Klebsiella","Kytococcus","Lachnospiraceae","Lactobacillus","Lactococcus","Laribacter","Lawsonia","Leptothrix","Leuconostoc","Listeria","Macrococcus","Magnetospirillum","Marvinbryantia","Megasphaera","Mesoplasma","Mesorhizobium","Methanobrevibacter","Methanocella","Methanosphaera","Methylibium","Methylobacillus","Methylobacterium","Micrococcus","Mitsuokella","Mobiluncus","Moorella","Mycoplasma","Neisseria","Neisseriaceae","Nitrosococcus","Nitrosomonas","Nitrosospira","Nocardia","Oceanobacillus","Opitutus","Oribacterium","Oxalobacter","Paenibacillus","Pantoea","Parabacteroides","Paracoccus","Parascardovia","Parvibaculum","Parvimonas","Pasteurella","Pasteurellaceae","Pectobacterium","Pediococcus","Pedobacter","Pelagibacter","Pelobacter","Pelotomaculum","Peptoniphilus","Peptostreptococcaceae","Peptostreptococcus","Photobacterium","Photorhabdus","Polaromonas","Polynucleobacter","Porphyromonadaceae","Porphyromonas","Prevotella","Propionibacterium","Prosthecochloris","Proteus","Providencia","Pseudomonas","Pyramidobacter","Ralstonia","Rhizobium","Rhodococcus","Rhodoferax","Rhodospirillum","Rickettsia","Roseburia","Rothia","Ruminococcaceae","Ruminococcus","Saccharopolyspora","Salmonella","Scardovia","Selenomonas","Serratia","Shewanella","Shuttleworthia","Simonsiella","Slackia","Sodalis","Sphingobacterium","Sphingobium","Sporacetigenium","Stackebrandtia","Staphylococcus","Stenotrophomonas","Streptobacillus","Streptococcus","Streptomyces","Subdoligranulum","Symbiobacterium","Syntrophomonas","Syntrophothermus","Syntrophus","Thauera","Thermincola","Thermoanaerobacter","Thermus","Thioalkalivibrio","Thiobacillus","Thiomonas","Tolumonas","Treponema","Turicibacter","Variovorax","Veillonella","Verminephrobacter","Verrucomicrobia","Vibrio","Weissella","Xanthomonas","Xenorhabdus","Xylanimonas","Yersinia","Zunongwangia","Unknown"
"FR.AD.1",0,7.488e-05,0,0,0.00510855,0,0,0,0,0.00034857,0,0,0,0,0.00861298,0,5.8e-06,0.04145737,0,0,0,0,1.225e-05,0,0,1.626e-05,0.00190553,0.00063571,0,0.00013615,0,0,0,0,0,0,0.09637892,0,0,0.05138744,0.00938478,0,0,0,0,2.051e-05,0,0,6.07e-06,0,0,0,0,0,0,2.951e-05,7.048e-05,0,0,5.53e-06,0,0,0.00074563,3.972e-05,0.01895055,0,2.042e-05,0.02353535,0,3.477e-05,0,0,0,0,0,0,0,0,0,1.991e-05,0,0,0.00021852,0.00033259,6.92e-06,0,0.00463214,0,0,0.00065825,0,5.35e-06,0,0.00016616,0,0,0,0,0.00030038,0.00397339,0,0.08324201,0,0,0,0,0,0,0,0,0,0,0,0.0022623,0,0,0,0,0,0,0,0,0.00059122,0,0,9.31e-06,0,0.01949263,9.738e-05,0,0,3.605e-05,5.35e-06,0,0,0,0,0.00016461,0.00061136,0,0,0.0013163,0,0.00044597,0,0,0,0,0,1.881e-05,0,7.897e-05,0,0,0,0,0,0,1.447e-05,0,9.82e-06,6.282e-05,1.469e-05,0,0.00445809,0,2.77e-05,0,0,0,0,2.594e-05,0,0,0,0,0,0,0.00038638,2.523e-05,0,0,0,0,0,3.124e-05,0.0019181,0.00022294,0,1.293e-05,0,0,0,3.52e-06,0,1.668e-05,0,0,0,0.02495221,2.32e-05,0.00837514,0.02153144,0,0,0,0,1.48e-05,0,5.652e-05,0,0.00017905,0,0,0,8.692e-05,0,0,0,0,0.00023384,0,0.00820862,0,0,0,0,0,0,0,0,0,0,0,0,1.045e-05,3.558e-05,0,2.429e-05,0,0,0,0,0,0,0,5.69e-06,0,0.55142206
"FR.AD.2",0,2.953e-05,0.00041576,0,0.00050394,0,0,0,2.531e-05,4.691e-05,0,0,0,2.453e-05,0.08688558,0,0,0.01719325,0,0,0,0,4.285e-05,0,0,5.85e-06,0.00157759,0.00077411,0,0,1.297e-05,0,0,0,0,0,0.11868019,0,0,0.02743193,0.00486836,1.299e-05,0,0,0,6.644e-05,0,0,3.918e-05,0,0,3.316e-05,0,0,0,9.204e-05,0.00011959,0,0,0,0,0,0.00076973,0.00012461,0.0016333,0,4.328e-05,0.00773338,0,0.00026998,0,0,0,0,0,0,0,0,0,1.075e-05,0,0,0.00326499,0,0,0,0.00244301,0,0,0.00021869,0,0,0,0.00028561,0,0,0,0,0.0004542,0.01392662,1.891e-05,0.03775061,0,0,2.97e-05,5.033e-05,0,1.754e-05,0,0,0,0,0,0.00023195,0,0,0.0001848,0,0,0,0,0,0.00080187,0,0,0,0,0.01345943,3.504e-05,0,0,0,5.817e-05,0,0,0,2.285e-05,9.77e-05,0.00031499,0,0,0.0019769,0,0.00080256,4.68e-06,0,9.34e-06,0,0,2.314e-05,0,0,1.1e-05,0,0,0,0,0,0,0,4.982e-05,8.513e-05,1.593e-05,0,0.00848581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034411,9.533e-05,0,0,0,0,0,0.0003496,0.00194143,0.00017562,0,0,0,0,0,0,0,0,0,1.303e-05,0,0.01786918,0.00010043,0.02307096,0.01391232,0,0,0,0,0,0,2.615e-05,0,0,0,0,0,0.00017498,0,0,0,0,0.0001184,0,0.00264418,1.591e-05,0,2.359e-05,0,0,0,0,0,0,0,0,0,4.252e-05,1.921e-05,4.2e-06,0.00151315,0,0,0,0,0,0,0,0,0,0.58294733
"FR.AD.3",0,0.00014607,0,0,0.00061524,0,0,6.721e-05,0,0.00020809,0,0,0,2.711e-05,0.04399309,0,0,0.04099822,0,0,0,0,5.683e-05,0,0,2.156e-05,0.00218874,0.00106756,0,4.061e-05,0,0,0,0,2.83e-05,0,0.33198288,0,0,0.00620278,0.00902284,1.581e-05,0,0,0,0,0,0,7.34e-06,0,0,0,0,0,0,8.997e-05,0.00021175,0,0,0,0,0,0.00095365,4.528e-05,0.00398751,0,0.00035773,0.00585091,0,8.31e-06,0,0,0,0,0,0,0,4.266e-05,0,0,0,0,0.00332383,0,0,0,0.00312663,0,0,9.494e-05,0,0,0,0.00130696,0,0,0,0,0,0.00365069,0,0.03627994,0,0,0,0,3.662e-05,0,0,0,0,0,0,0.00095289,0,3.22e-05,3.275e-05,0,0,0,8.39e-06,0,0.00113722,0,0,0,0,0.02014612,3.878e-05,5.142e-05,0,0,0,7.104e-05,0,0,0,6.203e-05,0.00037776,0,0,3.383e-05,0,0,0,0,0,0,0,2.557e-05,0,0,0,0,0,0,0,0,0,0,0.00015415,5.622e-05,8.8e-06,0,0.01566106,0,0,0,0,0,0,0,0,0,0,0,0,9.22e-06,0.00041389,0.00044146,0,0,0,0,0,0.00020931,0.00277611,0,0,0,0,0,0,0,0,0,0,0,0,0.00958342,0,0.00431314,0.00427214,0,0,0,0,0,0,0,0,1.981e-05,0,0,0,0.00046409,0,0,0,0,0.00098646,0,0.00140032,0,2.135e-05,0,0,0,0,0,0,0,0,0,0,0,4.246e-05,0,0.00040472,0,0,1.11e-05,0,0,0,0,0,0,0.43972306
"FR.AD.4",0,0.00010436,0,0,0.00040484,0,0,1.429e-05,0,0.00085006,0,0,0,0.00016847,0.0124431,0,6.14e-06,0.02768956,8.91e-06,0,0,0,0,0,0,5.168e-05,0.00343838,0.00067345,0,3.606e-05,0,0,0,1.645e-05,0,0,0.10582637,0,0,0.02373073,0.02199719,1.275e-05,0,0,8.84e-06,0,0,1.307e-05,9.01e-06,0,0,0,0,0,0,6.252e-05,0.00018,0,0,0,0,0,0.00136372,8.608e-05,0.00260428,0,0.0005656,0.04415555,0,1.199e-05,0,0,3.441e-05,0,0,0,0,5.681e-05,0,3.04e-05,0,3.086e-05,5.824e-05,0.00039637,1.466e-05,0,0.01436603,0,0,0.00015581,0,0,2.95e-06,0.00030653,0,0,0,0,0.00590702,0.0328402,0,0.04090812,0,0,0,0,4.468e-05,0,0,0,0,0,0,0.000324,0,0,0.0004059,0,0,3.62e-05,0,0,0.00098253,0,0,5.96e-06,0,0.09453568,0.00019907,0.0004436,0,3.819e-05,0,0,0,0,0,0.00026106,0.00037086,0,0,0,0,0,1.376e-05,0,0,0,0,7.57e-06,0,0,0,0,0,0,0,0,1.533e-05,0,3.12e-05,4.437e-05,4.508e-05,0,0.0099111,0,0,0,6.534e-05,2.466e-05,2.406e-05,0,0,0,0,0,0,0,0.00076056,0.00010262,0,0,0,0,0,0.00026015,0.00190286,0,0,0,0,0,0,0,0,9.13e-06,0,0,0,0.01314055,2.458e-05,0.00444078,0.00883805,0,1.153e-05,0,0,0,0,0,0,2.638e-05,0,0,0,0.00076726,0,0,0,0,0.0004922,0,0.00422087,0,0,0,0,0,0,2.311e-05,0,0,0,0,0,4.3e-05,7.539e-05,0,0.00042535,0,0,1.314e-05,0,0,0,0,1.206e-05,0,0.51493838
"FR.AD.5",0,9.601e-05,0,0,0.00034521,0,0,9.52e-06,0,4.007e-05,0,0,0,0,0,0,0,0.00655912,1.647e-05,0,0,0,0,0,0,2.68e-05,0.00808206,0.00060033,0,0,0,0,0,0,1.808e-05,0,0.04453432,0,0,0.11384989,0.01172887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.903e-05,0.00011483,0,0,0,0,0,0.00048883,0.00010577,0.01554794,0,0.00037406,0.0087095,0,1.857e-05,0,0,3.012e-05,0,0,0,0,3.315e-05,0,0,0,1.35e-05,0.00598123,2.57e-05,0,0,0.00649314,0,0,0.00018779,0,0,0,0.00012083,4.021e-05,0,0,0,6.469e-05,0.00908899,0,0.04375268,0,0,0,0.00025748,0,0,0,1.34e-05,6.94e-06,0,0,0.00038035,0,0,0,0,0,3.168e-05,0,0,0.00068856,0,0,0,0,0.05400805,2.261e-05,0,0,8.356e-05,0,0,0,0,0,0.00014013,0.00035045,0.00018426,0,0.0124125,0,0,0,0,0,0,1.891e-05,6.62e-06,0,0,0,0,0,0,0,0,2.684e-05,0,4.551e-05,9.708e-05,0,0,0.00573934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043191,5.083e-05,0,0,0,0,0,1.086e-05,0.07170562,1.963e-05,0,0,0,0,0,0,0,3.738e-05,0,0,0,0.02959587,0,0.00348362,0.00468216,0,0,0,0,0,0,4.491e-05,0,1.539e-05,0,0,0,3.278e-05,0,0,0,0,3.012e-05,0,0.00327884,0,0,0,0,0,0,0,0,0,0,0,0,3.651e-05,4.949e-05,0,0,0,0,2.88e-06,0,0,2.306e-05,0,0,0,0.53477659
"FR.AD.6",2.599e-05,6.846e-05,0,0,0.00249773,0,0,1.325e-05,0,0.00056125,2.107e-05,4.854e-05,0,0,0,0,0,0.00965015,3.59e-06,0,0,0,4.057e-05,2.325e-05,0,1.643e-05,0.00171943,0.0008995,0,3.266e-05,0,0,0,0,0,0,0.03612382,0,0,0.00858179,0.01060614,0,0,0,0,0,0,0,1.049e-05,0,0,5.458e-05,0,0,0,0.00417504,0.00012212,0,0,0,0,0.00026683,0.00148877,0.00019342,0.02723139,0,0.00017179,0.01641087,0,9.813e-05,0,1.702e-05,0,0,0,0,0,3.614e-05,0,1.43e-05,0,0,0.00270433,0.0007283,0,0,0.01307699,0,6.783e-05,0.0003168,0,3.34e-05,1.593e-05,0.01858714,0,0,0,0,0.00040554,0.03018437,0,0.02998425,0,0,0,2.954e-05,1.551e-05,1.642e-05,0,0,1.034e-05,0,0,0.00026495,0,0.00010944,5.743e-05,0,0,0,0,0,0.00059078,0,0,6.153e-05,0,0.04609564,0.01057079,0.00017187,0,0,0,0,0,2.526e-05,0,9.145e-05,0.00051277,0,0,0.00831859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.926e-05,7.407e-05,0,0,0.00778956,0,5.599e-05,0,0,0,0,3.671e-05,0.00020288,0,0,0,0,0,0.00057528,0.00011915,0,2.916e-05,0,0,0,0.00010655,0.09224028,0,0,1.307e-05,0,4.6e-06,2.073e-05,3.56e-06,0,2.501e-05,0,0,0,0.05707284,0.000146,0.00559502,0.0020204,0,4.505e-05,0.00016192,0,0.00010965,3.295e-05,0,0,0.00016007,0,2.03e-05,0,0.00077131,0,0,0,0,0.01456284,0,0.00414118,0,0,0,0,2.166e-05,0,0,0,0,0,0,0,6.336e-05,3.596e-05,0,0.00123519,0,0,0,0,0,0,0,4.909e-05,0,0.52810766
"FR.AD.7",0,7.053e-05,0,0,0.00018779,0,0,0,0,0.00022955,0,0,0,0,0.01135816,0,0,0.04890117,0,0,0,0,0,1.213e-05,0,7.244e-05,0.02073279,0.00052295,0,3.591e-05,0,0,0,0,0,0,0.09317979,0,0,0.00037547,0.03359739,1.679e-05,0,0,0,0,0,0,2.886e-05,0,0,2.702e-05,0,0,0,0.00017297,0.00013546,0,0,0,0,0,0.00127081,8.094e-05,0.00028904,0,0.00055446,0.02092949,0,2.113e-05,0,0,1.714e-05,0,1.855e-05,0,0,0,0,0,0,0,0.00018837,0.03442013,0,0,0.01681682,0,0,0.00079504,0,0,0,0.00037467,0,0,0,0,0.00029503,0.00851607,0,0.05560018,0,0,2.902e-05,0,0,0,0,0,0,0,0,0.00025356,0,0,0,0,0,0,0,0,0.00058247,0,0,0,0,0.04903577,0.00016387,4.688e-05,0,0.00013313,0,0,0,0,0,0.00085259,0.000447,0,0,0.00019103,1.875e-05,0.00012548,0,0,0,0,1.076e-05,1.771e-05,0,0,2.961e-05,0,0,0,0,0,0,0,7.25e-05,3.314e-05,7.72e-06,0,0.01443772,0,0,0,3.254e-05,0,0,0,0,0,0,0,0,0,0.00098811,8.87e-06,0,0,0,0,0,0.00034532,0.00170561,4.332e-05,0,0,0,0,4.328e-05,0,0,0,0,0,0,0.04294726,2.453e-05,0.00796792,0.04261553,0,0,0,0,0,0,7.241e-05,0,1.752e-05,0,0,0,0.00062958,0,0,0,0,0.00124293,0,0.00546116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.767e-05,0,0,0,0,0,0,0,0,0,0.47944266
"FR.AD.8",0,0.00019623,0,0,0.0004475,0,0,0,0,4.591e-05,0,1.841e-05,0,0,0.0213806,0,0,0.01989851,1.773e-05,0,0,0,0,0,0,0,0.00853429,0.00070485,0,1.286e-05,0,0,0,0,0,0,0.15183519,0,0,0.00348637,0.02745573,0,0,0,0,0,0,0,1.077e-05,0,0,0,0,0,0,0.0001175,5.838e-05,0,0,0,9.92e-06,0,0.00129239,3.726e-05,0.04264861,0,0.00138126,0.01463438,0,2.938e-05,0,0,3.424e-05,0,0,0,0,3.769e-05,0,9.67e-06,0,1.219e-05,0.00476842,0,0,0,0.01837458,0,0,0.0004092,0,0,0,0.00040599,0,0,0,0,0.0015657,0.00601667,0,0.02866554,0,0,0,0,0,1.141e-05,0,0,0,0,0,0.00127934,0,2.845e-05,0,0,3.391e-05,5.403e-05,0,0,0.00115722,0,0,3.27e-06,0,0.05224675,0.00014537,0.00078469,0,5.7e-05,0,4.442e-05,0,0,1.115e-05,0.00017859,0.00050806,0,0,0,0,0,0,0,0,0,0,4.517e-05,0,0,0,0,3.255e-05,0,0,0,0,0,8.278e-05,5.52e-06,0,0,0.01844073,0,0,0,0,0,0,0,0,0,0,0,0,3.26e-05,0.00049797,3.333e-05,0,0,0,0,0,0.00010425,0.00115125,0,0,0,0,0,0,0,0,0,0,0,0,0.04097388,0,0.00661938,0.05352079,0,7.7e-06,0,0,0,1.286e-05,0,0,2.625e-05,0,0,0,0.00016772,0,7.242e-05,0,0,0.00131552,0,0.00368108,1.553e-05,0,0,0,0,0,0,0,0,0,0,0,6.481e-05,3.751e-05,0,0,0,0,0,1.399e-05,0,0,0,0,0,0.4619468
"IT.AD.1",0,3.177e-05,0,0,0.00164094,0,0,2.469e-05,0,0.00034845,0.00013947,0,0,0,0.01073193,0,0,0.03855485,0,0,1.585e-05,0,0,0,0,0,0.0004792,0.00338248,0,0,0,0,0,0,0,0,0.17290091,0,0,0.06116476,0.00803528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.684e-05,0,0,0,0,2.286e-05,0.00448154,4.26e-05,4.734e-05,0,0.00010464,0.00295136,0,9.583e-05,0,0,0,0,0,0,0,0.00113611,0,0,0,0,0.01611312,0,0,0,0.00332603,0,0,0.02792088,0,5.51e-06,4.977e-05,0.00113673,0,0,0,0,0.01652006,0.00904237,0,0.0389759,0,0,3.067e-05,0,0,0,0,0,0,0,0,0.00036807,0,0,1.02e-05,0,0,0,0,0,0.0008305,0,0,8.06e-06,0,0.02660915,4.602e-05,2.403e-05,0,0.00010049,0,0,0,0,0,0.00021466,0.00168515,0,0,0,0,0,0,0,0,7.81e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.189e-05,0.00011674,0,0,0.02448562,0,6.177e-05,0,0,0,0,0,0,0,0,0,0,0,0.00081124,2.363e-05,0,0,0,0,0,7.318e-05,0.003607,1.947e-05,0,0,0,0,0.00448212,0,0,2.759e-05,0,0,0,0.00636065,5.196e-05,0.01516274,0.06710775,0,2.355e-05,0,0,0,0,6.75e-06,0,8.385e-05,0,0,0,8.049e-05,0,1.054e-05,0,0,0.00064815,0,0.00362128,0,0,0,0,0,0,2.432e-05,0,0,0,0,0,3.495e-05,0,0,0,0,0,4.61e-05,0,0,0,1.565e-05,0,0,0.42361617
"IT.AD.2",0,6.919e-05,0,0,0.00012997,0,0,8.996e-05,0,0.00073681,0,0,0,0,0.01896788,0,0,0.03994006,2.443e-05,0,0,0,0,3.953e-05,0,0,0.00022884,0.00091583,0,3.9e-05,0,0,0,0,4.559e-05,0,0.01797328,0,0,0.09065599,0.00279534,0,0,0,9.56e-06,0,0,0,8.8e-06,0,0,0,4.51e-06,0,0,2.254e-05,4.326e-05,0,0,0,0,0.00050493,0.00094325,0,0.01821623,0,4.752e-05,0.00306031,0,2.47e-05,0,0.00015045,0,0,0,0,0,0,0,0,0,0,4.2e-05,0.01168568,0,2.499e-05,0.00164578,0,7.205e-05,0.00442005,0,0.00123648,0.00030093,7.629e-05,0,7.75e-06,0,0,0.03500444,0.00339275,0,0.04573154,0,0,0,0,0,0,0,0,0,0,0,0.00296742,0,0,3.839e-05,2.335e-05,2.543e-05,1.958e-05,0,0,0.00080112,0,0,0.16508034,0,0.00587281,0.00122088,0,0,0,0,0,2.023e-05,0,0,7.941e-05,0.00015753,0,0,0.00103107,0,0,0,0,0,0,0,0,0,0,0,0,0,9.201e-05,0,0,0,0,1.125e-05,9.197e-05,0,0,0.00186866,0,9.521e-05,0,3.533e-05,0,0,0,0,0,0,0,0,0,0.0001704,0,0,0,0,0,0,6.04e-05,0.00155363,0,0,0,0,5.104e-05,0,8.07e-06,0,0,0,0,0,0.00461188,2.542e-05,0.0090032,0.0101686,0,0.00021507,0,0,0,7.534e-05,8.325e-05,0,3.338e-05,0,0,0,2.701e-05,0,7.22e-06,0,0,0.00010587,0,0.00520344,0,0,0,0,0.00026334,0,2.534e-05,0,0.00028847,0,0,0,4.788e-05,4.077e-05,0,0,1.082e-05,0,0,0,0,0,0,0.0003246,0,0.4887351
"IT.AD.3",0,0.00018195,1.943e-05,0,0.00039793,0,0,6.46e-05,0,0.00012114,0,0,4.09e-06,0,0.0055037,0,0,0.07203981,0,0,0,0,1.027e-05,2.547e-05,0,0,0.00439572,0.0005566,0,0,0,0,0,0,0,0,0.15709261,0,0,0.05729599,0.00995539,0,0,0,0,0,0,0,1.155e-05,0,0,0,0,0,0,3.993e-05,0.00020765,0,0,0,0,0.00016392,0.00105017,2.284e-05,0.02912533,0,0.0004938,0.01667608,0,4.532e-05,0,1.993e-05,3.596e-05,0,0,0,0,3.959e-05,0,1.059e-05,0,0,3.095e-05,0.01262322,7.66e-06,2.415e-05,0.0078351,0,1.526e-05,0.00082497,0,0.00038427,0.00024722,8.879e-05,0,1.019e-05,0,0,0.00287044,0.00468589,0,0.07412765,0,0,0,0,0,0,0,0,0,0,0,0.0004381,0,5.976e-05,0,0,0,0,0,0,0.00072984,0,0,0.00457223,0,0.03545559,2.695e-05,0,0,0,0,0,0,0,0,0.00023876,0.00026123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.239e-05,4.251e-05,0,6.2e-06,0.01360481,0,0,0,0,0,0,5.74e-06,0,0,0,0,0,0,0.00029391,2.793e-05,0,0,0,0,0,4.633e-05,0.00183685,0,0,0,0,0,1.136e-05,0,0,0.00013516,0,0,0,0.01137918,2.576e-05,0.0042629,0.01775003,0,0.00010504,0,0,0,0,0,0,2.776e-05,0,0,0,5.057e-05,0,0,0,3.5e-05,0.00044381,0,0.00650212,0,0,0,0,0,0,2.462e-05,0,0,0,0,0,1.157e-05,0,0,0.00012231,0,0,0,0,0,0,0,0,0,0.44199058
"IT.AD.4",0,1.439e-05,0,0,0.00246835,0,0,0,3.893e-05,0.00176636,0,0,0,4.898e-05,0,0,0,0.00115815,0,0,0,0,1.461e-05,0,0,0,0.00193409,0.00012634,0,3.581e-05,0,0,0,0,0,0,0.03165512,0,0,0.03761135,0.00899332,0,0,0,0,0,0,3.895e-05,0,0,0,0,0,0,0,3.104e-05,3.973e-05,0,0,0,0,0,0.00019138,0.00213229,0.04899352,0,0.00028733,0.00618638,0,2.497e-05,0,0,6.835e-05,0,0,0,0,0,0,0,0,0,0.00028364,0.00107894,0,0,0.00823965,0,0,0.00034501,0,1.04e-05,0,5.253e-05,0,0,0,0,0.00030524,0.00207034,0,0.03016645,0,0,7.235e-05,0,4.409e-05,1.709e-05,0,0,1.076e-05,0,0,0.00047758,0,8.518e-05,0.00050136,0,0,0,0,0,0.00015229,0,2.297e-05,0,0,0.01148608,0.00699451,0,0,0,0,0,0,0,0,7.697e-05,4.804e-05,0,0,0.00056856,0,9.384e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.085e-05,1.102e-05,0,0,0.00402671,0,0,0,3.245e-05,9.77e-06,0,0,0,0,0,0,0,0,0.00019077,2.654e-05,0,0,0,0,0,0.00013599,0.35450804,1.384e-05,0,0,0,0,0.00030211,0,0,0,0,0,0,0.02341555,0.00014696,0.00039333,0.00308346,0,0,6.129e-05,2.552e-05,0,0,0,0,8.186e-05,0,0.00015284,0,0.00021081,0,0,0,0,0.04185805,0,0.00324237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280284,0,0,0,0,0,0,0,0,0,0.3581634
"IT.AD.5",0,0.00037358,0,0,0.00033594,0,0,0.00011351,4.894e-05,0.00115388,2.174e-05,0,0,0,0.03012273,0,3.02e-06,0.01138535,6.842e-05,0,0,2.573e-05,0,2.398e-05,0,0,0.00146411,0.00083951,0,3.549e-05,0,0,0,0,6.5e-06,0,0.0658165,0,0,0.04251448,0.01023848,1.036e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.073e-05,0.00280965,5.249e-05,0,0,0,0,2.67e-06,0.00128197,0.00013273,0.02224194,0,0.00110355,0.00362649,0,5.45e-06,0,3.14e-06,0,0,0,9.38e-06,0,0,0,0,1.555e-05,0,0.00018181,0.01610915,0,0,0.00283103,0,0,0.00084463,0,2.577e-05,3.81e-06,0.00165846,0,0,0,0,0.0203329,0.00366797,1.204e-05,0.01881446,0,0,0,2.828e-05,0,0,0,1.506e-05,0,0,0,0.0009566,0,0.00014068,2.862e-05,0,0,3.563e-05,0,0,0.00166112,0,0,1.653e-05,0,0.01732815,0.00066765,0,0,0,0,0,0,0,0,0.0003332,0.0004713,0,0,0.01651201,0,0.00117789,0,0,0,0,0,2.234e-05,0,0,0,0.00012616,0,0.00017774,0,0,0,0,4.071e-05,2.183e-05,0,0,0.00664902,0,0,0,3.215e-05,0,0,1.442e-05,0,0,0,0,1.811e-05,0,0.00037391,0.00024985,0,0,0,0,0,6.921e-05,0.00653855,2.182e-05,0,0,0,0,0.00083039,0,0,8.41e-06,0,0,0,0.00639642,9.695e-05,0.00969287,0.04170391,0,3.878e-05,3.037e-05,0,0,0,0,0,8.383e-05,0,0,0,0.00011366,0,0,0,0,0.00098054,0,0.00462379,1.024e-05,0,0,0,0,4.41e-05,2.305e-05,0,0,0,0,0,1.089e-05,0.00013603,0,0.00023044,0,0,8.62e-06,0,0,0,0,9.94e-06,0,0.62080827
"IT.AD.6",0,3.468e-05,0,0,0.00138355,0,0,1.819e-05,0,0.00053176,0,0,0,9.418e-05,0.00312771,0,0,0.02187094,0,0,0,0,0,0,0,9.36e-06,0.00049417,0.0004429,0,0,0,0,0,8.05e-06,0,0,0.03124568,0,0,0.05768629,0.00909973,1.237e-05,0,0,0,0,0,0,6.63e-06,0,0,0,0,0,0,9.174e-05,4.696e-05,0,0,0,0,0,0.00045894,0.00023009,0.07260863,0,1.529e-05,0.01386197,0,1.804e-05,0,0,0,0,0,0,0,0.00011117,0,1.032e-05,0,0,0.00435918,0,0,0,0.00417255,0,0,0.00030737,0,1.025e-05,0,7.738e-05,0,0,0,0,0.00139779,0.0037717,0,0.05999208,0,0,0,0,0,0,0,0,0,0,0,0.00078994,0,0,0.00040344,2.112e-05,0,0,0,0,0.0005989,0,0,9.96e-06,1.955e-05,0.02638349,0.00021884,0,0,0,0,0,0,0,0,0.00018158,0.00044958,0,0,0.00550407,0,0.00052384,0,0,0,0,0.00918584,4.441e-05,0,0,4.259e-05,0,0,0,0,0,0,0,4.069e-05,0.0001598,1.068e-05,0,0.00209524,0,0,0,0,2.412e-05,0,0,0,0,0,0,0,0,0.00032932,8.71e-06,0,0,0,0,0,0.00026491,0.08196811,2.15e-05,0,0,0,2.563e-05,0,0,0,8.36e-06,0,0,0,0.00559451,4.82e-05,0.00428798,0.00483945,0,2.23e-06,0,0,0,0,0,2.257e-05,0.00016133,0,0,0,0.00062451,0,0,0,0,0.00088458,0,0.00646474,0,0,0,0,0,0,3.82e-05,0,0,0,0,0,4.332e-05,2.766e-05,0,0.00191869,0,0,0,0,0,0,0,0,0,0.55810012
