Data_Type,Sample_Size,Iteration,Coefficient_X1,Coefficient_X2,Coefficient_X3,Coefficient_Mediator,Coefficient_Intervention,Intercept,MAPE,RMSE,method
data1,50,1,0.39596994647827793,0.7984338384032076,0.5904237154551653,1.7292613946082078,3.6973752791924728,3.057003333356609,58.86857254286808,1.0710807012310963,OLS
data1,50,2,0.4198948146294726,0.5894138106190236,0.535484390136703,2.332205246234836,2.278736411365195,3.00040200046623,27.484668038351746,1.0630165007030579,OLS
data1,50,3,0.8736063521289239,0.4351564823635884,0.9826674469461745,2.4139523028193106,1.8740649747598053,2.9370521940176513,272.66409810145495,1.0794529674615496,OLS
data1,50,4,0.662363785712622,0.539433915591165,0.8918633300747613,2.2110252057017767,2.462021104435955,3.119197168609813,32.32386425156602,1.0268659457470237,OLS
data1,50,5,0.4687252733347934,0.5881447827809174,0.8129261378202393,2.0112662375402364,2.8465031882090854,2.907660218595183,29.466564738753913,0.9897403404261887,OLS
data1,50,6,0.18792057965782488,0.4918277729668835,0.802318273247896,2.0535782081615075,3.0295918750045114,3.077804641551898,34.82209576511642,1.0738982132834503,OLS
data1,50,7,0.760119063581789,0.6025278392015649,0.6369916979600984,2.0556300053574623,2.8574658991217223,3.131709517500366,39.36434874190376,1.0111054250151639,OLS
data1,50,8,0.27734040890401535,0.4819252921047229,0.5236197135221484,2.2059201943818554,2.727720780769211,3.0175985014537705,62.88897360517372,1.0561315163051257,OLS
data1,50,9,0.6053513544069855,0.6599041166637082,0.8793458960089172,2.125887489435186,2.6324028199711806,2.830505206111762,31.07356894580107,1.0193944685246932,OLS
data1,50,10,0.38383025990138686,0.7194297876385328,0.8555738346355763,1.7903718996623832,3.2676764997910412,3.0206283713831827,42.78424118736531,1.024770898294546,OLS
data1,50,11,0.5438440480840867,0.5944192561578405,0.6734889338423762,2.0415236419516822,3.0268693611932846,3.047199658480525,32.14090934760922,0.9720834157519156,OLS
data1,50,12,0.07799363524947278,0.5762635462839003,0.5737110138226551,2.0926774767179865,3.1125718736366306,3.132486148118624,67.76853822806683,1.1539452399561458,OLS
data1,50,13,0.5913204572707887,0.17392971152147912,0.18522930103509708,2.451840512046461,2.410279083017123,3.1989871450028766,34.86325303588267,1.1112326192044746,OLS
data1,50,14,0.6123637147113762,0.5086842326345584,0.3736873295994595,1.5308838567921044,4.278344892221707,3.1567431121113905,69.34096905220377,1.1594926888282053,OLS
data1,50,15,0.6437707701016584,-0.004502278856690967,0.8115452534360887,2.2367709401552878,2.5312711064137687,2.8214749980669316,37.72592142268522,1.0975200318476055,OLS
data1,50,16,0.42777541716212164,0.7712220926092453,0.5870200863998042,2.136608613716682,2.4960311822860843,3.139664920616543,36.108959942882535,1.070759459850614,OLS
data1,50,17,0.49795885479726976,0.9099662352601249,1.0969561162797596,2.2258269880458776,2.336180766449311,3.0838371394757824,47.62694195327356,1.1098614808349545,OLS
data1,50,18,0.8908036935587372,0.9233001182895116,0.9422073668697154,1.8823708912632133,3.085961031872479,2.979693629051181,64.21102044489686,1.0801425531979616,OLS
data1,50,19,0.38023036388302656,0.39067228033070356,0.619170288052423,2.2381647665965736,2.5509814207269734,2.8528056876400343,168.95410391569848,1.0228490282889318,OLS
data1,50,20,0.29793329194327867,0.5560200439330358,0.8883624440069086,2.3261408217123494,2.1835387028849187,2.8164178187495432,53.10045089498281,1.0516922966779998,OLS
data1,50,21,0.4860732537996347,0.3270577201110698,0.8172380785981893,2.4777811311945137,1.8839854247683463,2.891384776200272,25.713334348962825,1.0909986295984548,OLS
data1,50,22,0.7309082241963758,-0.06347199833989547,0.6026325311439941,2.4597037798357495,2.1302388411007103,3.0350090019550366,38.72662893564878,1.1172876074785247,OLS
data1,50,23,0.5804580089639173,0.42765357124762016,0.6071461212191864,2.5252770511089695,1.9446610001527695,3.100633695161169,33.151370484711826,1.0903737922599521,OLS
data1,50,24,0.46884800413636607,0.45757786381331833,0.6354625599462553,2.402098064363979,2.2136395014548693,2.90710884498731,52.1001516666639,1.0350280746584177,OLS
data1,50,25,0.8728990119077246,0.7874923015973355,1.1385736762425678,1.9702728169399115,2.7026865007315717,2.928926683324825,65.33797466366218,1.1158998263361264,OLS
data1,50,26,0.6379602287129452,0.3007557123132618,0.7742570691750912,2.3768755638414847,2.171654089289742,3.055279140492229,26.162401996098133,1.0045197042357203,OLS
data1,50,27,0.3335389547735137,0.7963336262001157,0.6115248236327451,1.6682640688193888,3.7954071451040274,3.083040903319314,55.400716064223246,1.0511899141650718,OLS
data1,50,28,0.37171621339090377,0.7123448338855283,0.46637715894160636,1.2762179264361426,4.678791667017409,3.1467498391741526,51.97433577524029,1.1349322755249684,OLS
data1,50,29,0.39737557499774967,0.19604262488354532,0.9620584387147768,2.735370266830321,1.4959150086523898,3.1737484310218425,67.37714562555385,1.1231247232039363,OLS
data1,50,30,0.6256795062502851,0.30684417050630286,0.5412525809895705,2.515790061584546,2.066945004375419,3.062416335771015,29.72175006901392,1.0238862357637946,OLS
data1,50,31,0.5886639327814275,1.207516658069898,0.7140663171844753,1.507820076419907,3.861100649300171,3.27227287269057,48.52624917673181,1.1036562142477202,OLS
data1,50,32,0.6218013713702386,0.7438766774120454,0.7120920190259555,1.444061686474889,4.244280266415864,3.048932919206742,116.17872137696106,1.0640377278924877,OLS
data1,50,33,0.42094447900014087,0.4774980918729863,0.7253663985476613,2.024571194121527,2.966832357672687,2.9333918084220447,30.934467346663247,1.038381259895062,OLS
data1,50,34,0.622343727133366,0.6944423357940878,0.930938301716911,2.012907166467641,2.7302471303090425,2.9506193525054765,55.91152392738379,1.0395928364456717,OLS
data1,50,35,0.533136370747258,1.2788697015066397,0.7328653823555996,1.4466904571185688,3.959850994152575,3.0222282902736977,39.34339624981203,1.0989553196174409,OLS
data1,50,36,0.7772172008098144,0.5997287496678043,0.8642199604963852,2.1236158128830342,2.648535631462849,2.88749360015571,31.588409843248126,1.0216307678514989,OLS
data1,50,37,0.7882942125374167,0.7816807176940541,0.6973564011191378,2.1978133768584165,2.5612586555130505,3.2418497255335543,39.990647427593615,1.1105430483762584,OLS
data1,50,38,0.6914596921672671,0.701134130608231,0.5295590550890361,1.967746526157577,3.0401143545961675,2.9875893778463944,44.876414845216644,1.044871008962194,OLS
data1,50,39,0.5297665150763506,0.6659167708995304,0.6659744674882139,1.80497144935951,3.3774018666215424,2.9717228194551173,57.45868187232156,1.0264506946963605,OLS
data1,50,40,0.6648174898931529,1.317435884463443,0.7303013582605624,1.4965456576988552,3.9765293613509316,3.12897747549617,104.9189759770044,1.142003250425837,OLS
data1,50,41,0.4917615692942501,0.057993860397331676,0.7793003079459969,2.51853300264158,2.0896001103894197,3.07603511694343,35.44052694717393,1.0279831997562263,OLS
data1,50,42,0.5387953819176913,0.47246955958323,0.702059988009363,1.8496821365036857,3.339413399632364,3.1897671144085606,41.90893889171453,1.0578125245436867,OLS
data1,50,43,0.5638243279756617,0.6027941312262636,0.6546633191484216,1.9618267784366237,3.143009818733589,3.160899553354134,80.11869811136926,1.0084248107644713,OLS
data1,50,44,0.5762417300014722,0.4793379611204737,0.6026561381072124,1.7819497739962864,3.4495114467842436,3.1336030049333896,27.51691518416226,1.0461103117445485,OLS
data1,50,45,0.43727401514594644,0.5195913215964754,0.5800142152802749,2.1785356586537907,2.4767792175099976,3.117632541563449,36.947534494252714,1.0903610417956284,OLS
data1,50,46,0.3956588466037183,0.5646322772829407,0.62383025820899,1.8995770892249837,3.335255786450733,3.161784990842625,48.44856000949064,1.040380661251384,OLS
data1,50,47,0.6113819264444936,0.6128492710669664,0.758407916540755,2.308712968032447,2.2076991141227,2.9377053318153523,56.96974325564626,1.0172426924910158,OLS
data1,50,48,0.7751818156570334,0.5882069382073281,0.9386651010444172,1.6366329276022407,3.6825656969425085,2.4736726165529443,44.52245952737998,1.2700868132431324,OLS
data1,50,49,0.5450947926549261,0.43848019460613685,0.8096107709065565,2.359123537590668,2.090508885720495,3.1873364343739397,88.97371222477747,1.074566946002125,OLS
data1,50,50,0.5605718256696528,0.7194313630716087,0.345569591582716,1.9966873385433415,2.9459518756099072,2.912218061422172,71.96321713967151,1.065396304524634,OLS
data1,50,51,0.44108306613894216,0.5096238603946794,0.6506358275588529,2.242272373151587,2.4480048415822164,2.9391947421536115,30.151102882135117,1.019535847583673,OLS
data1,50,52,0.640464449716717,0.48171454586283324,1.0985593807450056,2.298808671960809,2.3238112000089126,2.8986416077253114,64.81149603502135,1.0554979261724549,OLS
data1,50,53,0.5899960210232464,0.7097485386744778,0.5127176591229166,1.971273517076964,2.9749602744534513,3.0747465556970024,35.4041950099637,1.060832306714858,OLS
data1,50,54,0.5833100546807334,0.8658420122894147,0.5695348428436608,2.036350730389165,2.847628776488058,3.0932985283966627,50.31293747878538,1.0767355807504502,OLS
data1,50,55,0.5135252654977494,0.6800178692227192,0.6502887400851738,2.041661086861889,2.968925701589486,3.062178830757639,70.46741500869454,0.9877072311741878,OLS
data1,50,56,0.5968299725675805,0.5456363157830115,0.7342777783484487,2.005076469777668,2.8418357561192336,2.8603540264319305,38.40775875369258,0.9884261494708573,OLS
data1,50,57,0.5629985921643872,0.7857624462589551,0.9142923237632454,1.5215050658929,4.059405369733543,2.93497553928176,27.325661677939944,1.0906644066001818,OLS
data1,50,58,0.5792229381169438,0.48259743610345834,0.6382347874671324,2.009687136659425,3.033788574133056,2.55568246125841,86.57896818440985,1.103861333283107,OLS
data1,50,59,0.5086558340859606,0.4526643673134566,0.5197447002966171,2.622715026328374,1.8392499783769183,3.0392636717987784,43.9066146288406,1.0758046025339014,OLS
data1,50,60,0.5006730827923097,0.7616220203397878,0.9422106204003718,1.9135094168733935,3.0210971711571926,3.036092978050257,42.53530194632298,1.03679203616379,OLS
data1,50,61,0.46402178933975774,-0.033384655701088006,0.6597621689499347,2.593705187425316,1.9609599461924712,2.787507318549389,52.69496775904968,1.0888571610071347,OLS
data1,50,62,0.1992019268701557,0.28801788705259035,0.6603564793687339,2.5199513599815972,2.096122002616344,2.8798993626519587,135.3742262493282,1.097752686122487,OLS
data1,50,63,0.480996172397117,0.5291390476268125,0.5218731577004203,1.7910077400422653,3.49477509667096,2.9640020546573433,25.98275743413255,1.0264341188070438,OLS
data1,50,64,0.6918008407964926,0.8264339573843738,0.9526625460618676,1.9845020424500448,2.7068735808450133,2.9969302355250016,43.246394512646,1.0851205520123324,OLS
data1,50,65,0.5320958183112048,0.7487080607697457,0.8483836925804171,2.1649423602712976,2.690894629122341,2.9639062692428126,52.07084548192451,1.0178910589412753,OLS
data1,50,66,0.7797086774179929,1.3955289323979874,0.45094769164182197,1.5100912563056348,3.981336979048313,3.1295500729387054,53.16655398112482,1.2093155251505108,OLS
data1,50,67,0.6351018912108926,0.7288087959347244,0.7788203643484525,1.80596428609649,3.293739166517165,3.0280585343825814,69.95962354716033,1.006352698776842,OLS
data1,50,68,0.31004957395510896,0.3767102411188159,0.6245786195198018,1.987995110094901,3.1289060509114295,2.8703873689215857,61.13870660802784,1.0414688610523704,OLS
data1,50,69,0.4587483424998051,0.9078820843084897,0.3644698344953027,1.5287564391718842,4.039635922045373,3.2781191398631813,40.11018790051849,1.090786305128898,OLS
data1,50,70,0.4560883594409256,0.33948396597247066,0.4129257723805312,1.7180931325750735,3.679858109359514,3.0066255250710934,114.96342619261235,1.1204915371318442,OLS
data1,50,71,0.5329682362432385,0.7604001317387791,0.7653298083372627,1.58421219741743,3.918228854219432,3.1587272006227995,34.575853208322414,1.0870191015067712,OLS
data1,50,72,0.65629216944434,0.9108797728793163,0.7428104515043531,1.9845982142765854,2.838744979873766,3.0435022851048865,55.79218088792142,1.020510367071031,OLS
data1,50,73,0.197289835133384,0.45208324213422363,0.6622071588250036,1.9072990873480635,3.3717296109555392,2.9469327839197255,45.755662496613816,1.0790442524498545,OLS
data1,50,74,0.7058714036490716,0.8213660618871266,0.5845252960824643,2.091807628067053,2.674160610408646,3.100530603553774,29.02655985757836,1.0839706767415043,OLS
data1,50,75,0.6929950343094041,1.2201606680980652,0.5854465371728442,1.4111559219447856,4.154616276272859,3.350149441749179,30.33759235956554,1.1002406562637952,OLS
data1,50,76,0.19991826691609504,0.5308883059446605,0.47494800983071606,1.965280490771747,3.402186216625979,2.987060111993199,44.8420776870383,1.0536608737416504,OLS
data1,50,77,0.8237912046398506,0.4431855559702873,0.5808674300973142,2.2815919228506267,2.3565174045858757,3.4185673815986393,140.73334943454904,1.1724487898700857,OLS
data1,50,78,0.5317447472055595,0.5689013418966797,0.8252699933796159,2.140155734704162,2.894701798059117,3.137899615567581,36.2044446049459,1.0766450495690496,OLS
data1,50,79,0.3424412173594771,0.4584375148218932,0.7361517027272418,2.0982979205495567,2.6877883398712563,2.993522152072415,43.19900700808581,1.04750087406338,OLS
data1,50,80,0.47782911716511695,0.2914213240580425,0.47204716770265803,2.2204789789723236,2.69165711197473,2.989115091516542,41.467180579368254,1.0158403592105376,OLS
data1,50,81,0.34869665175885284,0.8567303852264754,0.6688376719195952,1.6914081631738471,3.609883303714209,2.9342076537399016,46.259005198096034,1.0553507484839184,OLS
data1,50,82,0.5704217584432273,1.1127198938409895,0.5320042908393534,1.3556407313884378,4.350599136568644,3.155137890355769,60.5886650029092,1.101526962339849,OLS
data1,50,83,0.39447603565231126,0.5133136637124218,0.439164553862295,2.1837510388364323,2.809167398928352,2.8601847490518764,33.09672540780029,1.0644587720168808,OLS
data1,50,84,0.3641766736729727,0.382808621858725,0.43588929351011063,2.135644749944097,2.8984460875248255,2.829850450181028,48.03730613326959,1.0440870910809947,OLS
data1,50,85,0.4127905162365969,0.5992761022888826,0.655978975976228,1.7812439569436926,3.6498656700112067,2.847611428117652,27.946882660913598,0.9994912251338354,OLS
data1,50,86,0.40133493619656707,0.6468048795576774,0.949651459842888,2.191973159027677,2.5159159756775837,2.869112642155726,32.68499034573672,1.0211971902770223,OLS
data1,50,87,0.556953654474448,0.36274449359497174,0.7908584400643525,2.5246188107315564,1.8827158894766627,2.845409311779841,73.87481570705009,1.0989486295295308,OLS
data1,50,88,0.5893526527318571,0.9957584672414166,0.636590971104284,1.5181625862020247,3.979477331558867,3.170219382054113,167.1117237375846,1.0109404902231491,OLS
data1,50,89,0.4138640093795977,0.7595132124479234,0.702872449756212,2.0225763466459012,3.0948750274066446,3.009145570199773,41.18153649276084,1.0573874749720242,OLS
data1,50,90,0.5742108390721632,0.47769100514576485,0.9451927182109137,2.348704147433948,2.0941672800301423,3.0034363782478204,309.0225089979562,1.0829620394912012,OLS
data1,50,91,0.5867517799474038,0.3331731894714812,0.8026865839694802,2.2791896837511816,2.6234019834766564,2.9490469022395827,60.44231920825504,1.042904364196951,OLS
data1,50,92,0.7995272148601069,1.0544752530557182,0.6332812557531902,1.9902554199544622,2.863589751607984,2.9518931480515596,37.39135890389208,1.13567149869026,OLS
data1,50,93,0.7078564650151209,0.7002630435095345,0.7283847024973056,1.881047863841694,3.118409670386865,2.9121153686166648,42.539732225255264,0.991982580023739,OLS
data1,50,94,0.6034598637437142,0.5906280471648393,0.8272399640600427,2.2748739411624763,2.295876995791892,2.9407152296749723,59.66596433425823,0.9851145786851031,OLS
data1,50,95,0.38990341077720025,0.8179959230854927,0.8685148049179556,1.7256836601876069,3.5224756704903584,3.0574922379286344,39.52354818188798,1.0268776396108057,OLS
data1,50,96,0.5286802497668768,0.5428066057986158,0.7281634933945081,2.278903852503622,2.4411030169231243,2.7360541632906914,559.952742835122,1.0531291525751743,OLS
data1,50,97,0.4439405839763414,0.7370334425425331,0.7130381803013939,1.8036572320443525,3.373935052914234,3.080790592199137,39.55860030364247,1.0051695771799343,OLS
data1,50,98,0.32905888024531177,0.4089267266687818,0.6895132055518015,1.8422181301410538,3.5337508299398923,2.776493836569997,47.562568941553906,1.0717219863714262,OLS
data1,50,99,0.2365574495674901,0.2936858735903533,0.7574535228731702,2.2877977502294486,2.484975457825237,3.0046432469477606,34.30631402515497,1.0062309727438943,OLS
