Data_Type,Sample_Size,Iteration,Coefficient_X1,Coefficient_X2,Coefficient_X3,Coefficient_Mediator,Coefficient_Intervention,Intercept,MAPE,RMSE,method
data1,50,100,0.3916994777558391,0.845482137263457,0.8912373565041642,2.0773881704429487,2.7293819591897197,3.1028071022523167,45.4145094883566,1.0434150787181813,OLS
data1,100,1,0.41924385569833733,0.4862770227573707,0.588222893025953,2.1554662571806067,2.715057262828372,3.180205098201698,280.36427094871715,1.0539909774928864,OLS
data1,100,2,0.4475070758005006,0.5476535768415506,0.603970050095319,1.9652103003265833,3.1416073714946,3.033168448013798,113.245948783854,1.0176654474359774,OLS
data1,100,3,0.49878975002519566,0.4935470064516173,0.6031383606849164,2.1099213279482463,2.846880017121448,3.0688842514365366,116.12700047568487,1.0011443527192148,OLS
data1,100,4,0.5019114516493485,0.46487672827822557,0.6507365679927746,2.246558084242549,2.5479888063136977,2.9563001685755665,34.30368430889153,0.9651319965248386,OLS
data1,100,5,0.48664755884692823,0.22753982497578262,0.4466300450009509,2.3138724082394897,2.548712270929367,3.134250331820726,36.71981841370676,1.064037352360939,OLS
data1,100,6,0.4728775157453404,0.5907269260133918,0.8036337634784569,2.2939632060574957,2.3602472048004945,2.981310697402101,59.83535414339358,1.0595517255849856,OLS
data1,100,7,0.34604935700655726,0.5239568827780852,0.8223453388242286,1.9887073111221047,2.9519818411024783,3.0324153978008033,39.237261081003524,0.9750050262880133,OLS
data1,100,8,0.618182413237816,0.8039121871445709,0.8936250979424949,1.8512214484234009,3.125276593355167,3.0580118856675744,37.04288885127843,1.0560924181701807,OLS
data1,100,9,0.47393415129931415,0.857222728122875,0.5983755553735027,1.7295519170034195,3.4801110168403704,3.0847174330836227,47.85203617431479,1.0302644707008943,OLS
data1,100,10,0.5398162162298392,0.6738561751101151,0.5593702979168376,2.103491618287277,2.75084246216248,3.099823634792282,56.68294755175734,1.0080917793569004,OLS
data1,100,11,0.24444705418889234,0.8815032960864666,0.44334604881912887,1.6950196028927822,3.7775781290563253,3.0646085354291306,42.63212047044675,1.0722028349700081,OLS
data1,100,12,0.31758433373927963,0.6850532695525099,0.5553083138428379,1.83036462866314,3.4254455345041923,2.9457247244512863,333.2269135882004,1.0260522920905142,OLS
data1,100,13,0.6506067997428047,0.9479596907194814,0.7685572837623826,1.6160528524789786,3.6364552560381647,2.844123358074139,33.97404447346393,1.0228589884832102,OLS
data1,100,14,0.5522699629932302,0.8188166821859589,0.9925319258426701,1.8339953478804139,3.100089601769014,3.0688145964776448,41.23763684026211,1.066718977575076,OLS
data1,100,15,0.5103222454619071,0.7149867637304708,0.6294976689705263,1.8911963939577738,3.1257726080699193,2.935216710573445,33.031105733372165,1.0146256871721966,OLS
data1,100,16,0.4703372475674572,0.35107865609098576,0.7729456594773203,2.3277510718874983,2.4269687203139823,2.9231338029220755,64.65103842330154,1.0522244236908416,OLS
data1,100,17,0.7652512958966686,0.9403558174044478,0.85414272206405,1.8453927776964258,3.124450506442463,2.921347956101219,39.88910336794044,1.0214863352170598,OLS
data1,100,18,0.4199386491785312,0.449615894646443,0.6722508933581798,1.9507256412554987,3.263866273617713,3.1477971778742666,107.08927401279948,1.0471267874128918,OLS
data1,100,19,0.491064329080666,0.8969459797618563,0.5776887182869115,1.7514756302090815,3.5057853354281754,3.100361811458911,43.254565285099794,1.0521428402218684,OLS
data1,100,20,0.4023685084986647,0.3349896377366753,0.5962748205991617,2.035632830545839,3.0449774484620615,3.0162643252363917,28.683113593292664,1.0226988252675866,OLS
data1,100,21,0.7036095903976112,0.8262318822597008,0.848471501536883,1.6874804190016797,3.3471773473243607,2.9356594562209137,41.632147530188426,1.052959809715429,OLS
data1,100,22,0.5497591276685008,0.7826535473728226,0.6338642754335314,1.601372756106365,3.8117989043942577,3.1840446032376075,38.74119261220243,1.01305578457187,OLS
data1,100,23,0.4624314010129149,0.7174484898229381,0.7776170844112932,1.9419985570172982,2.9859544459694267,3.1784485504137465,38.83405375133354,1.03758377264547,OLS
data1,100,24,0.2998455817937303,0.34549104595342706,0.5610655143738497,2.269637540323581,2.5458116084730453,3.130991832115355,55.37345511209033,1.0421066746217675,OLS
data1,100,25,0.6471313305919304,0.6341555314509458,0.7188370414879751,2.0153554744498425,2.8289905690730652,2.9126436248973433,44.08784118830288,1.0080236444957786,OLS
data1,100,26,0.7375445489048855,0.5331625525431283,0.7429710853969032,2.203337060070215,2.5797342694475742,3.0819567117629125,48.00569316699723,1.0695530606707762,OLS
data1,100,27,0.3833550276035834,0.7765717808709145,0.6518849663903383,1.586495328249224,4.013237174261198,2.92763973332125,44.71830003416395,1.0124579557807099,OLS
data1,100,28,0.4375721003659683,0.5167872823082296,0.5074660139891014,2.022389111672086,3.0404186019558552,2.888074279110797,44.45431588936645,1.005006702445703,OLS
data1,100,29,0.48007685654242227,0.627489022730745,0.7887809138768833,2.0651774573213797,2.8173365370937065,2.9035819280688364,44.58014333999286,0.998669178399051,OLS
data1,100,30,0.3652000231761214,0.6038032837570007,0.7570151042618185,2.138210005882453,2.6865112748732662,2.9849690579770787,48.27852175901577,1.0183293170783203,OLS
data1,100,31,0.47080128095795026,0.4160527742845901,0.5865231942597203,2.2367020122177568,2.5337486459283305,3.162835079789245,52.9482312475912,1.0707740310953928,OLS
data1,100,32,0.5612440680311752,0.6410262063920157,0.7236273015434936,2.269309839444591,2.301305397087128,3.0058611562796864,108.04346453719633,1.0041014164668287,OLS
data1,100,33,0.5000544090504123,0.45675024366958183,0.5710907308205669,2.1540575074451445,2.652572321750831,3.0586372733827343,83.92780788675401,1.0148233759314507,OLS
data1,100,34,0.6537371239125864,0.4253340463547761,0.7190354008824347,2.089571105855471,2.7037744536047796,2.984194798155995,45.057559682361,1.0312217569612248,OLS
data1,100,35,0.7132895078826491,0.6620045017949199,0.7957070947836918,1.9284665905425358,3.081105364513676,3.029376519889855,42.02883417212964,1.021376060272945,OLS
data1,100,36,0.5118371361342569,0.4852451921639213,0.5084136018902108,2.041580760188051,2.9092890789229,2.9632041412813606,893.3231564448782,0.9843540088020098,OLS
data1,100,37,0.4980153616073552,0.7599442209169693,0.6114474220963788,1.8736651544446805,3.2394874066550066,2.9113579706789174,38.54570635693849,0.9870380056359754,OLS
data1,100,38,0.3682168518874719,0.5620859083304923,0.6127324181531605,2.021328586146337,3.0533168650876474,3.1410635831103706,39.59173413045986,1.0214102236018807,OLS
data1,100,39,0.3965834856146241,0.6694893431673062,0.5500873895176537,1.7809853585540643,3.5201864148087574,3.1918889876960046,96.00925712425993,1.0841922614915593,OLS
data1,100,40,0.4510052374831471,0.6398756691684042,0.7977202729158527,1.636853267826533,3.8124223926162433,3.1436236352082774,53.13567334813259,1.0641136408896354,OLS
data1,100,41,0.5692461092596822,0.5870102353748977,0.5630616719491437,2.2115706756732285,2.5519921654127122,2.764690363150899,42.00382786590247,1.0307377320456075,OLS
data1,100,42,0.6908374783973744,0.6626148329231356,0.8179597616143495,1.8035243736438578,3.354855848413137,3.2723821055918396,83.17452497346682,1.0446449658311918,OLS
data1,100,43,0.6147276207037097,0.6628438341636308,0.849148321252489,1.8016655379318751,3.306281868772019,3.121388261321235,37.31544836726097,1.0272467280566868,OLS
data1,100,44,0.5036527627844234,0.9743867665901897,0.49675817586724363,1.4734511730589919,4.134218061120226,2.8130459813498296,55.10731191986805,1.0660912987939548,OLS
data1,100,45,0.5660330765078894,0.7365618959683284,0.7649343820493318,1.7704078035450987,3.4491428510828674,2.967678649426193,31.006074421498507,1.0000960139511743,OLS
data1,100,46,0.5596930482716627,0.6772825062478285,0.8640105591439731,2.0263995902728573,2.7753385827384194,2.8912690598355217,25.399569664852862,0.9940913944855992,OLS
data1,100,47,0.68315177066212,0.7470319556714671,0.7202250465736776,1.8696807953299248,3.219990153421272,3.1565361384982458,122.87135006192148,1.047802824427451,OLS
data1,100,48,0.5810666170882375,0.4430077382555768,0.6466584976057731,1.9440052794912315,3.2263939768381458,2.8726377244958083,45.394005172165755,1.0355951152294045,OLS
data1,100,49,0.5045679367313026,0.6123005950169251,0.9487887590248563,1.8291259868623102,3.3180321298894553,3.0260926042088965,46.80622612563906,1.0093684177998268,OLS
data1,100,50,0.5481372248216677,0.3706240989619255,0.5715925498457685,2.3782169246181413,2.2212865104009465,2.885233977956542,66.65815671978446,1.0282360092779768,OLS
data1,100,51,0.8168942747016558,0.7057408394584443,0.8065274007821447,1.876222197906439,3.1636552831076754,2.9575143054980852,28.08318477595801,1.058688846527432,OLS
data1,100,52,0.3461215937841089,0.422969782728986,0.337047956746102,2.032099821866606,3.230416633667147,3.051453694389344,60.697567994449045,1.081174972612606,OLS
data1,100,53,0.3834175132518523,0.7556099417126111,0.7681585269734118,1.6546300551653452,3.6024165354104865,2.74910956363743,30.3878570911355,1.0684852857041742,OLS
data1,100,54,0.37804919581354524,0.5748469798215416,0.6884302756743399,1.8858451368021993,3.24740752910148,2.959465403674533,64.38790101476013,0.9765538274281514,OLS
data1,100,55,0.6249785316835177,0.47042465936467726,0.6386773846480897,2.2693716381068483,2.476755585880607,3.1424724815687224,31.0858793058002,1.0252842401144175,OLS
data1,100,56,0.3100477929830715,0.6399149290390647,0.6444299779476935,1.9201704106283275,3.2097691244682047,2.9080834194364527,33.520894041190644,1.0669133449754984,OLS
data1,100,57,0.4523276610863105,0.5481252194044787,0.6881372467681329,2.034048781989795,2.8711992832332403,2.965024642113572,34.36867017920421,0.975866327877236,OLS
data1,100,58,0.5004459542450257,0.6982248735563297,0.6655441974704728,1.9441298335757715,3.0531001992364017,2.9275645657241736,38.40674308930626,1.0110891234548893,OLS
data1,100,59,0.5374652624270113,1.0713855238599315,0.9206222390112994,1.5629053359517149,3.7485028355912147,2.950549534604199,57.999540368133765,1.059592310746206,OLS
data1,100,60,0.5421068368280699,0.734192202945471,0.6457616881142336,1.804466583878582,3.3431987374371843,2.8272936009092313,37.77438416121986,0.9989858101828643,OLS
data1,100,61,0.45249492637499944,0.5872380140111758,0.728634187538995,2.1715444488549185,2.648067189642086,3.075405416871627,42.700274003994096,0.995710767462068,OLS
data1,100,62,0.5475324898174007,0.5618555395532066,0.6131410985362763,1.8104273308288843,3.481699675496958,3.0165452357896605,44.41043032727841,1.0303753759078091,OLS
data1,100,63,0.5107473862390047,0.47164695193811557,0.7216673868193999,2.327680038616592,2.288057149113837,2.9757093013461846,52.744932755706685,1.0024695334739653,OLS
data1,100,64,0.37751442148009123,0.8858983618594458,0.7837705869571241,1.6043141533800318,3.775754599375561,2.9936816325209685,53.25858844445841,0.9687121471090159,OLS
data1,100,65,0.3904157519639365,0.6472290770604294,0.7268689798253457,1.8679163300354302,3.222964482556521,2.9276091330831675,121.60184782394082,0.98268903510181,OLS
data1,100,66,0.7383654773135886,0.6889611317037023,0.7294105552986319,1.8980221332104878,3.0463374140354538,3.0355774825841206,36.93486397698159,1.0177101035567178,OLS
data1,100,67,0.6146769393383508,0.8719604143733296,0.7622281867612098,1.6918111791352886,3.5677886450903804,2.863420343617766,92.64490981201682,1.0324454481126963,OLS
data1,100,68,0.5146743496395907,0.4479488598613228,0.8862167291909298,2.1564424708668675,2.634584078611699,3.110846608484426,33.57019961276847,1.0323495986528493,OLS
data1,100,69,0.5313915535207592,0.7618580134076446,0.7123286403390934,1.9781094737117453,2.922253338483675,2.9372462500969254,74.47216627378155,0.9974997608349471,OLS
data1,100,70,0.47538248339267686,0.765492651265615,0.760997640194739,1.8850156804848002,3.3269924173742282,2.972459158936358,71.9751820353578,1.0352449752647226,OLS
data1,100,71,0.5010168499080152,0.30923161293826695,0.5169981933058769,2.1073251105270554,2.8854427983196436,2.9234575944239976,35.331732606311846,1.07555092225943,OLS
data1,100,72,0.5038764840056544,0.5487847991582013,0.7429631973829003,1.8990894904507256,3.0978040562551286,3.0656953258907533,73.11906327522388,1.068562345240156,OLS
